Title,Artist,Lyrics
Wieder Lila,Samra & Capital Bra,"Mich jagen Großfamilien und das LKA
Wir sind Stars, aber ticken so wie Dealer
Brettern im Camaro mit dreihundert km/h
Capi, Samra, zählen wieder Lila

Mich jagen Großfamilien und das LKA
Wir sind Stars, aber ticken so wie Dealer
Brettern im Camaro mit dreihundert km/h
Capi, Samra, zählen wieder Lila

Der Drecksbulle hält mich an
Ich habe nix gestohlen
Plane eine Flucht über Holland oder Polen
Ich hab Alkohol im Blut
In der Levi's circa sechzig Mille
Und der Polizeibeamte lässt mir nur die letzte Kippe

Ich bretter asozial, die Stimme, sie is rau
Nase wieder mal gebrochen
Augen lila, grün und blau
Mach den Lieferwagen auf
Kugeln liegen schon im Lauf
Wallah, ich geh über Leichen, doch nie wieder in den Bau, ra

Im Jogginganzug von Milan
Lila in der Tasche und wir rollen im Beamer
Kunden rufen an und ich muss sie beliefern
Wahre Brüder fallen, Libanon, Ukraina

Ra, ra

Hundert Gramm Haschplatte in der Hosentasche
Doch kann nich kiffen, ich komm grade von der Prophylaxe
Es riecht nach Olympia, Paco Rabane
Wenn ich in bar mit Cataleya an der Kasse bezahl

Mich jagen Großfamilien und das LKA
Wir sind Stars, aber ticken so wie Dealer
Brettern im Camaro mit dreihundert km/h
Capi, Samra, zählen wieder Lila

Mich jagen Großfamilien und das LKA
Wir sind Stars, aber ticken so wie Dealer
Brettern im Camaro mit dreihundert km/h
Capi, Samra, zählen wieder Lila

Mir schreibt das Finanzamt und die Mafia (Mafia)
Aber eigentlich ist es doch das Gleiche
Wieder mal ein Einsatz von dem SEK (SEK)
Die ganzen Wichser wollen ran an unsre Scheine (Brrrra)
Black Jack, Pferderennen
Black Express, American
IPhone Handycam
Lamborghini Hurricane
Ich steh auf Komfort
Gucci, Louis, Tom Ford
Doch kann nich schlafen, weil das SEK zu oft kommt

Verteil das Zeug in der Siedlung
Treff mich mit den Kunden vor der Autovermietung
Der Anzug is von Chelsea
Bratan, du siehst uns (Bratan)
Und holst tief Luft

Er denkt er kann Eier spielen, weil er Body hat (Ah)
Aber ich hab Makarov als mein Bodyguard (Ja)
Russische Spezialeinheit schnappt mich in Stalingrad (Wo)
Weil sie denken dieser Ukro ist ein Oligarch

Mich jagen Großfamilien und das LKA
Wir sind Stars, aber ticken so wie Dealer
Brettern im Camaro mit dreihundert km/h
Capi, Samra, zählen wieder Lila

Mich jagen Großfamilien und das LKA
Wir sind Stars, aber ticken so wie Dealer
Brettern im Camaro mit dreihundert km/h
Capi, Samra, zählen wieder Lila

Lalala
Lalala, lalala
Lalalala, lalala
Lala, lalala
Lalalalalalala"
110,Capital Bra x Samra & Lea,"Wenn wir uns doch lieben
Warum tun wir uns weh?
Ich weiß, ich hab es übertrieben
Doch will nich, dass du gehst
Du schreist mich an und ich geb dir die Schuld
Und der Nachbar von oben wählt 110
Man, wenn wir uns doch lieben
Warum tut es so weh?

Ja, ah
Und wenn sie sagen, scheiß auf ihn, er hat 'n Schaden
Du kannst mich alles fragen und ich zeig dir alle Karten
Du kannst dich auf mich verlassen, ich würd dich nie verlassen
Ja, ich wär da für dich, auch wenn dich alle hassen
Und ich würde mit dir alles teilen, auch wenn ich wenig habe
Aber das is keine Liebe, das is Ehrensache
Bitches, die mich leiden und mir schreiben
Ja, ich weiß, dass du das alles Scheiße findest
Aber es bleiben Bitches

Kein' Plan, ich denke grade an dich
Ich will zeigen, was ich fühle, doch ich kanns nich
Doch du sollst wissen, ich hab keine böse Absicht
Deswegen schick ich diese Nachricht

Wenn wir uns doch lieben
Warum tun wir uns weh?
Ich weiß, ich hab es übertrieben
Doch will nich, dass du gehst
Du schreist mich an und ich geb dir die Schuld
Und der Nachbar von oben wählt 110
Man, wenn wir uns doch lieben
Warum tut es so weh?

Bei uns is bisschen anders, wir kennen uns seit dem Spielplatz
Nur wir zwei, damals schon im Jugendheim
Findest mich nich komisch, weil ich ständig mit ihm Krieg hab
Du liebst mich, obwohl ich es am wenigsten verdient hab
Mein Herz ist gebrochen und ich schreib es auf
Gläser fliegen, Türen knallen, wenn wir fallen und wir schreien laut
Deine Freundinnen, die hassen mich
Denn ich häng besoffen in der Bar nächtelang und nehm die Kasse mit
Weil du die ganze Nacht wartest, wenn ich draußen bin
Rauche Kippen, saufe Gin, aus den Augen, aus dem Sinn
Doch du sollst wissen, ich hab keine böse Absicht
Deswegen schick ich diese Nachricht

Wenn wir uns doch lieben
Warum tun wir uns weh?
Ich weiß, ich hab es übertrieben
Doch will nich, dass du gehst
Du schreist mich an und ich geb dir die Schuld
Und der Nachbar von oben wählt 110
Man, wenn wir uns doch lieben
Warum tut es so weh?

Ich vermiss wie wir waren
Eben waren wir noch da
Und du lagst in mei'm Arm

Was haben wir getan?
Wir kommen nich mehr klar
Warum ist es so hart?

Wenn wir uns doch lieben
Warum tun wir uns weh?
Ich weiß, ich hab es übertrieben
Doch will nich, dass du gehst
Du schreist mich an und ich geb dir die Schuld
Und der Nachbar von oben wählt 110
Man, wenn wir uns doch lieben
Warum tut es so weh?"
Vincent,Sarah Connor,"Vincent kriegt kein'n hoch, wenn er an Mädchen denkt
Er hat es oft versucht und sich echt angestrengt
Alle seine Freunde spielen GTA
Vincent taucht lieber ab und tanzt zu Beyoncé

Er denkt nur an ihn, und an den Tag
Als er ihn zum ersten Mal sah
So cool stand er da, und Vincent war klar
Dass das jetzt wohl Liebe war

Mama, ich kann nicht mehr denken
Ich glaub', ich hab' Fieber, ich glaube, ich will das nicht
Mama, was soll ich jetzt machen?
Ich glaub', ich muss sterben – was, wenn mein Herz zerbricht?

Nein, mein Kind, das wird es nicht
Und bitte glaub mir, Schatz, du stirbst doch nicht
Es ist nur Liebe, und da hilft keine Medizin, oh-oh
Beim ersten Mal tut's richtig weh
Doch auch das geht vorbei, du wirst schon seh'n
Es ist nur Liebe, und da hilft keine Medizin

Linda war die Schönste, Ben 'n Football-Star
Träume so groß, das perfekte Paar
Hochzeit, Haus und Kind, alles durchgeplant
Doch jetzt liegt sie wach – ob das schon alles war?

Und sie denkt an ihn, und an die Zeit
Als sie noch so verknallt war'n
Jetzt ist alles so ernst, und sie weiß nicht mehr
Ob das wirklich Liebe war

Mama, ich kann nicht mehr denken
Ich glaub', ich hab' Fieber, ich glaube, ich will das nicht
Mama, was soll ich jetzt machen?
Ich glaub', ich muss sterben – was, wenn mein Herz zerbricht?

Nein, mein Kind, das wird es nicht
Und bitte glaub mir, Schatz, du stirbst doch nicht
Es ist nur Liebe, und da hilft keine Medizin, ah
Ich weiß, es tut beschissen weh
Doch auch das geht vorbei, du wirst schon seh'n
Es ist nur Liebe, und da hilft keine Medizin, oh-oh
Du kannst die Deutsche Bank verklagen
Die Bibel lesen, Whitney fragen
Von der Liebe hab'n sie alle keinen Plan, ah
Nicht ich, nicht du, nicht er, nicht sie
Was du jetzt fühlst, fühl'n manche nie
Es ist nur Liebe, dafür gibt's keine Medizin

Oh yeah, oh yeah
Oh, es ist nur Liebe, dafür gibt's keine Medizin
Oh-oh, oh-oh
Es ist nur Liebe, oh-yeah

Linda hängt auf Tinder, Ben ist nicht mehr da
Er küsst jetzt Models in Amerika
Vincent hat zwei Kinder und 'n starken Mann
Er hätt' nie gedacht, dass man so lieben kann

Und jetzt lieg' ich hier wach, und denk' an den Tag
Als ich zum ersten Mal verknallt war

Mama, ich kann nicht mehr denken
Ich glaub', ich hab' Fieber, ich glaube, ich will das nicht
Mama, was soll ich jetzt machen?
Ich glaub', ich muss sterben – was, wenn mein Herz zerbricht?

Nein, mein Kind, das wird es nicht
Und bitte glaub mir, Schatz, du stirbst doch nicht
Es ist nur Liebe, und da hilft keine Medizin, ah
Ich weiß, es tut beschissen weh
Doch auch das geht vorbei, du wirst schon seh'n
Es ist nur Liebe, und da hilft keine Medizin, ahh

Vincent kriegt kein'n hoch, wenn er an Mädchen denkt
Er hat es oft versucht und sich echt angestrengt"
500 PS,Bonez MC & RAF Camora,"500 PS, -S-S-S-S

Ich drück' aufs Gas, hör' die 500 PS
Fahren durch die Stadt, GTA Los Angeles
Alles mattschwarz, Maserati GT S
Manchmal gibt's Palaver, doch es regelt sich von selbst

Ah, fühl' mich wie Rocky
Rabe graviert aufm Cockpit (ahh)
Lipgloss am Sibbi
Kind der 90er-Jahre wie Mobb Deep, ah
Camora ist topfit
Gib dir den Sound und die Optik (ahh)
Aus reiner Routine die Glock mit
Denn West-Wien ist Gotham, ah
Konkurrenz, mir fällt keine ein
Alle Winner in unserem Team
Bin der Sperrbildschirm deiner Chay
Und auf dem Juice-Magazin
Ihr Sound ist Vanessa Mai
Mein Sound direkt aus Marseille
Wien-Fünfhaus seit Tag eins

Ich drück' aufs Gas, hör' die 500 PS
Fahren durch die Stadt, GTA Los Angeles
Alles mattschwarz, Maserati GT S
Manchmal gibt's Palaver, doch es regelt sich von selbst (alle, alle)
Ich drück' aufs Gas, hör' die 500 PS
Fahren durch die Stadt, GTA Los Angeles
Alles mattschwarz, Maserati GT S
Manchmal gibt's Palaver, doch es regelt sich von selbst

[Bonez MC:]
Fühl' mich wie Rambo
Fahr' durch die Straßen von Hamburg
Brauche niemand, der mich schützt, Kaliber unterm Sitz
Und verdunkelte Scheiben wie ein Phantom, hah
Komm und kauf dir ein'n Kampfhund, üff
Oder brauchst du ein Gramm Koks?
Denn die Lieder alles Hits, gibt niemand, der mich fickt
187 übers Land wie ein Sandsturm (come on, dance everybody)

Sie woll'n ein Foto und ein Autogramm
Scheint so, als wär' das alles aufgegang'n
Hören die Lieder überall
Beste Leben

[RAF Camora:]
Ich drück' aufs Gas, hör' die 500 PS
Fahren durch die Stadt, GTA Los Angeles
Alles mattschwarz, Maserati GT S
Manchmal gibt's Palaver, doch es regelt sich von selbst (alle, alle)
Ich drück' aufs Gas, hör' die 500 PS
Fahren durch die Stadt, GTA Los Angeles
Alles mattschwarz, Maserati GT S
Manchmal gibt's Palaver, doch es regelt sich von selbst

[Bonez MC:]
Sie wollen Foto und ein Autogramm
Scheint so, als wär' das alles aufgegang'n
Hören die Lieder überall
Beste Leben

[RAF Camora:]
Ich drück' aufs Gas, hör' die 500 PS
Fahren durch die Stadt, GTA Los Angeles
Alles mattschwarz, Maserati GT S
Manchmal gibt's Palaver, doch es regelt sich von selbst
[RAF Camora & Bonez MC:]
Ich drück' aufs Gas, hör' die 500 PS
Fahren durch die Stadt, GTA Los Angeles
Alles mattschwarz, Maserati GT S
Manchmal gibt's Palaver, doch es regelt sich von selbst

[RAF Camora:]
500 PS, -S-S-S-S"
Deutschland,Rammstein,"Du
(Du hast, du hast, du hast, du hast)
Hast viel geweint
(Geweint, geweint, geweint, geweint)
Im Geist getrennt
(Getrennt, getrennt, getrennt, getrennt)
Im Herz vereint
(Vereint, vereint, vereint, vereint)
Wir
(Wir sind, wir sind, wir sind, wir sind)
Sind schon sehr lang zusammen
(Ihr seid, ihr seid, ihr seid, ihr seid)
Dein Atem kalt
(So kalt, so kalt, so kalt, so kalt)
Das Herz in Flammen
(So heiß, so heiß, so heiß, so heiß)

Du
(Du kannst, du kannst, du kannst, du kannst)
Ich
(Ich weiß, ich weiß, ich weiß, ich weiß)
Wir
(Wir sind, wir sind, wir sind, wir sind)
Ihr
(Ihr bleibt, ihr bleibt, ihr bleibt, ihr bleibt)

(Deutschland)
Mein Herz in Flammen
Will dich lieben und verdammen
(Deutschland)
Dein Atem kalt
So jung und doch so alt
(Deutschland)

Ich
(Du hast, du hast, du hast, du hast)
Ich will dich nie verlassen
(Du weinst, du weinst, du weinst, du weinst)
Man kann dich lieben
(Du liebst, du liebst, du liebst, du liebst)
Und will dich hassen
(Du hasst, du hasst, du hasst, du hasst)

Überheblich, überlegen
Übernehmen, übergeben
Überraschen, überfallen
Deutschland, Deutschland über allen

(Deutschland)
Mein Herz in Flammen
Will dich lieben und verdammen
(Deutschland)
Dein Atem kalt
So jung und doch so alt
(Deutschland)
Deine Liebe
Ist Fluch und Segen
(Deutschland)
Meine Liebe kann ich dir nicht geben
(Deutschland)

(Du)
(Ich)
(Wir)
(Ihr)

(Du)
Übermächtig, überflüssig
(Ich)
Übermenschen, überdrüssig
(Wir)
Wer hoch steigt, der wird tief fallen
(Ihr)
Deutschland, Deutschland über allen

(Deutschland)
Dein Herz in Flammen
Will dich lieben und verdammen
(Deutschland)
Mein Atem kalt
So jung und doch so alt
(Deutschland)
Deine Liebe
Ist Fluch und Segen
(Deutschland)
Meine Liebe kann ich dir nicht geben
(Deutschland)"
Cherry Lady,Capital Bra,"La la la la la
La la la

Roll im Benz, es ist nachts
Und ich weiß, dass es passt
Zwischen uns hat's gefunkt beim ersten Mal
Auch wenns keiner versteht
Du hast mein' Kopf verdreht
Deine Art, wie du tanzt, im Gucci-Kleid
Und wir sind frei, du und ich
Ganz allein, -llein

Cheri, Cheri Lady, du bist was Besondres
Eine Frau fürs Leben oder für 'ne Nacht
Cheri, Cheri Lady, steig ein, Baby, komm schon
Lass uns heute frei sein, nur für diese Nacht
Cheri, Cheri Lady, du bist was Besondres
Eine Frau fürs Leben oder für 'ne Nacht
Cheri, Cheri Lady, steig ein, Baby, komm schon
Lass uns heute frei sein, nur für diese Nacht

Wer ist echt? Wer ist falsch?
Nimm mein Herz, es ist deins
Pass drauf auf, nur für dich ist dort ein Platz
Liebe kann man nicht bezahlen
Du siehst Sterneschnuppen fallen
Und ich lieg neben dir am weißen Strand
Und wir sind frei, du und ich
Ganz allein, -llein

Cheri, Cheri Lady, du bist was Besondres
Eine Frau fürs Leben oder für 'ne Nacht
Cheri, Cheri Lady, steig ein, Baby, komm schon
Lass uns heute frei sein, nur für diese Nacht
Cheri, Cheri Lady, du bist was Besondres
Eine Frau fürs Leben oder für 'ne Nacht
Cheri, Cheri Lady, steig ein, Baby, komm schon
Lass uns heute frei sein, nur für diese Nacht

La la la la la
La la la"
Benzema,Capital Bra,"[*Husten*] mhm, jaja
Stammspieler wie Benzema, roll' im Benzer, Bra-ha
Zahl’ den Benzer bar, 160k-ha
Und Bitches tanzen vor der Kamera
Capital aus Ukraine und nicht Drake aus Kanada
Haha, geil, mach den Beat an, Bra

Jaja, jaja, okay

Stammspieler wie Benzema, roll' im Benzer, Bra-ha
Zahl' den Benzer bar, 160k-ha
Bitches tanzen vor der Kamera
Capital aus Ukraine und nicht Drake aus Kanada-a
Ich bin Stammspieler wie Benzema (Benzema, Bra)
Ja, ich zahl’ den Benzer bar (jaja)
Bitches tanzen vor der Kamera
Capital aus Ukraine und nicht Drake aus Kanada-a

Bratan läuft, Para und Erfolg
Gestern war'n die Platten grau, heute sind sie Gold
Heute sitzen wir im Benz, gestern zu sechst in einem Golf
Doch der Bratan bleibt der Gleiche, ich weiß gar nicht, was ihr wollt
Nein, ich will nicht angeben, Mama sagt: „Bleib menschlich!
Das heißt, du darfst nicht abheben – wenn du fällst, wird's brenzlig
Und keiner fängt dich, keiner hilft dir auf
Also denk nicht, dass einer an dich glaubt“

Das Leben ist 'ne Bitch, ich weiß, von was ich rede
Ich weiß, dass sie mich hassen, und ich weiß, dass ich vergebe
Brüder werden komisch, doch ich hasse nicht, ich bete
Bitte Gott, verzeih ihn'n alles, sie hab'n Ego-Probleme!
Le le le, le le le le

Stammspieler wie Benzema, roll' im Benzer, Bra-ha
Zahl' den Benzer bar, 160k-ha
Bitches tanzen vor der Kamera
Capital aus Ukraine und nicht Drake aus Kanada-a
Ich bin Stammspieler wie Benzema (Benzema, Bra)
Ja, ich zahl’ den Benzer bar (jaja)
Bitches tanzen vor der Kamera
Capital aus Ukraine und nicht Drake aus Kanada-a

Es fliegen Kugeln für Para (Para)
Bratans hatten Kugeln im Kafa (Kafa)
Cops haben mich geschlagen vor Mama
Ich glaub’ an Gott, nicht an Karma, Bratan
Egal, wie groß und breit (ja), wir bluten alle gleich
Was für netto, brutto? Sag mir, was in meiner Tasche bleibt
Sie hab'n gesagt, ich werde fall’n und ich komm' nicht weit
Sie hab'n gesagt, mein Hype hält nur für 'ne kurze Zeit

Ach, was für Hype?! Kein Problem, ihr könnt ihn haben (nimm ihn)
Denn nicht der Hype, nein, mein Wille füllt mein’n Magen (ja)
Nimm die Awards, die Preise und die Platten
Denn am Ende zähl'n nur noch deine Taten, Bra
Ja, Bra

Stammspieler wie Benzema, roll' im Benzer, Bra-ha
Zahl' den Benzer bar, 160k-ha
Bitches tanzen vor der Kamera
Capital aus Ukraine und nicht Drake aus Kanada-a
Ich bin Stammspieler wie Benzema (Benzema, Bra)
Ja, ich zahl' den Benzer bar (jaja)
Bitches tanzen vor der Kamera
Capital aus Ukraine und nicht Drake aus Kanada-a"
Prinzessa,Capital Bra,"La la la la la la
__ ___ _______
__ ___ _________, __ ___ _________-___-___, jajaja
La la la la la la, na na na na na
__ _ ____ ______ ____ _____

__ ___ _______, __ ___ _________
__ ___ _________, __ ___ _______
_ _____ ____ ______
__ _ ____ ______ ____ _____ ___ ____
__ ___ _______, __ ___ _________
__ ___ _________, __ ___ _______
_ _____ ____ ______
__ _ ____ ______ ____ _____

Baby, du bist nett und so
Du bist heiß, heiß wie Marilyn Monroe
Dein Vater hat ein Wettbüro
Ich wette, deine Liebe ist nicht echt wie deine Fake-Hublot
Sie sagt, ""Scheiß auf Insta, lass uns mal spazier'n!""
Sie sagt, sie hätte Angst, mich zu verlier'n
Sie sagt, ihr geht's nicht um Fame, doch ich kann nicht kapier'n
Warum fragst du mich dann nach dem Sex, ""Kannst du mich mal markier'n?""? (was?)
Scheiß mal auf dein'n Beauty-Dreck
Sie sagt, dass es unter meinem Gürtel schmeckt
Ja, sie sagt, ich wär' perfekt
Fass mein'n Yarak, doch nicht mein Gucci-Cap (nein, nein, nicht mein Gucci-Cap)

Und bevor du dich versiehst (na na na)
Sind wir beide in Paris (ja, wir fliegen nach Paris)
Doch ich bleib' nur eine Nacht (ja, ich bleib' nur eine Nacht)
Bevor du dich in mich verliebst (na na na)

__ ___ _______, __ ___ _________
__ ___ _________, __ ___ _______
_ _____ ____ ______
__ _ ____ ______ ____ _____ ___ ____
__ ___ _______, __ ___ _________
__ ___ _________, __ ___ _______
_ _____ ____ ______
__ _ ____ ______ ____ _____

Baby, du bist heiß, aber kalt wie Schnee
Du sagst, ""Alles hat sein'n Preis!"", Baby, ne, ne, ne
Meine Jacke leuchtet weiß in den LED
Ihr seid alle gleich, alle-le-le-le (le)
Falsche Lippen, falsche Brüste, falsche Wimpern (jaja)
Und du bist fake, Babe, das sieht sogar ein Blinder (na na na)
Du willst heiraten und Kinder
Wozu hast du Instagram und Tinder?
Du bist teuer essen, Crème brûlée und Panna cotta (ba-ba-bam-bam)
Dazu ein'n Espresso Mokka
Du fühlst dich cool mit deinem Louis-Koffer
Du bist 'ne richtige Hurentochter

Und bevor du dich versiehst (na na na)
Sind wir beide in Paris (ja, wir fliegen nach Paris)
Doch ich bleib' nur eine Nacht (ja, ich bleib' nur eine Nacht)
Bevor du dich in mich verliebst (na na na)

__ ___ _______, __ ___ _________
__ ___ _________, __ ___ _______
_ _____ ____ ______
__ _ ____ ______ ____ _____ ___ ____
__ ___ _______, __ ___ _________
__ ___ _________, __ ___ _______
_ _____ ____ ______
__ _ ____ ______ ____ _____

___ ____
____ _____ ___ ____
____ _____ ___ ____
____ _____ ___ ____, ba-ba-bam"
Wolke 10,Mero,"La la la
La la la
La la la la la la
EM Beats (ey, ey)

Baby, komm, wir geh'n
Richtung Wolke zehn
Wo wir sind, kann uns keiner seh'n
Und ich weiß, du stehst
Auf Mero, also komm, wir geh'n
Richtung Wolke zehn
Wo wir sind, kann uns keiner seh'n
Und ich weiß, du stehst
Auf Mero

Ich dreh' ein paar Runden
Und seh' eine Schlange, als wären sie Kunden (ja)
Ich weiß doch, sie wollen zu mir
Machen Bilder, weil alle sind nur für mich hier (ja)
Doch der Mero ist anders, der Typ
Er kennt diese Mädels, weil ich bin berühmt
Ich tausch' keine Nummern und zeig' kein Gefühl
Doch eine von vielen fällt auf, ist so süß
Yeah, ich geh' hin, was für schäm'n? Und ich frag', wie sie heißt
Sie ist schüchtern und kommt drauf nicht klar, weil sie weiß
Und ab jetzt ist sie meins, denn ich will mit ihr weg
Ihre Augen zu schön und ihr Körper perfekt, also
Ich rede gar nicht viel und sage, „Komm!“, und weil ich
Mit der Gang bin, hat sie zwei Freundinnen mitgenomm'n, und sie weiß
Was ich mag, ich brauche sie nicht zu fragen
Weil ich weiß, sie sagt ja, bin mir sicher und ich sag'

Baby, komm, wir geh'n
Richtung Wolke zehn
Wo wir sind, kann uns keiner seh'n
Und ich weiß, du stehst
Auf Mero, also komm, wir geh'n
Richtung Wolke zehn
Wo wir sind, kann uns keiner seh'n
Und ich weiß, du stehst
Auf Mero

Wir geh'n erstmal essen
Sie stellt sich so dar, als wär' sie 'ne Prinzessin (bye-bye)
Den heutigen Tag zu vergessen
Ist fast schon unmöglich, kann ich dir versprechen
Sie fragt mich, ob man sich noch sieht
Sie denkt sich, dass es bei mir sowas nicht gibt
Ja, irgendwie hat sie sich in mich verliebt
Doch so ein Gefühl hatte sie ja noch nie, noch nie
Ey, ey, meine Hand will sie nicht loslassen (nein)
Ein Lächeln im Gesicht würd' keinem so passen
Sie fragt mich, wann wir uns wieder treffen
Bin besessen, ihre Blicke machen mich an, so wie Gucciletten
Ich kann auf alles wetten, sie wird mir auch morgen schreiben
Bei mir bleiben, niemals schreiten, mich auf meinem Weg begleiten
Sie hört nicht auf zu kleben, „Komm, lass die Leute reden!“
Lass uns lieber weg, denn meine Batzen könn'n wir beide zähl'n

Baby, komm, wir geh'n
Richtung Wolke zehn
Wo wir sind, kann uns keiner seh'n
Und ich weiß, du stehst
Auf Mero, also komm, wir geh'n
Richtung Wolke zehn
Wo wir sind, kann uns keiner seh'n
Und ich weiß, du stehst
Auf Mero, also komm, wir geh'n

La la la la la la la la, Mero
La la la la la la la, Mero
La la la la la
La la la la la la la la
QDH"
Was du Liebe nennst,Bausa,"Yeah, yeah, yeah, yeah, yeah, yeah
Oh-oh-oh-oh-oh-ohh, ey yeah yeah yeah

Baby, gib mir mehr von dem, was du Liebe nennst
Auch wenn es keine Liebe ist, ich liebe es
Hilf mir zu vergessen, was war (war, war)
Ich park' mein Herz bei dir heute Nacht, yeah
Also gib mir mehr von dem, was du Liebe nennst
Auch wenn es keine Liebe ist, ich liebe es
Hilf mir zu vergessen, was war
Ich park' mein Herz bei dir heute Nacht, heute Nacht, Baby

Ich roll' ein'n Jib (roll' ein'n Jib), wir werden high (yeah)
Mix' Tonic mit Gin mal zwei (Baby)
Deine Liebe (deine Liebe) ist kalt wie Eis (wuh)
Ich lass' sie schmelzen, wenn du weißt, was ich mein'
Oh Baby, gib mir mehr von deiner Fakelove (ja)
Und ich rede nicht von diesem scheiß Drakesong (oh no)
Erfüll' dir Wünsche wie bei Dragon Ball – Shenlong
Komplett auf Harmonies, voll auf Sendung

Oh Baby, gib mir mehr von dem, was du Liebe nennst
Auch wenn es keine Liebe ist, ich liebe es
Hilf mir zu vergessen, was war (jajaja)
Ich park' mein Herz bei dir heute Nacht, yeah
Also gib mir mehr von dem, was du Liebe nennst
Auch wenn es keine Liebe ist, ich liebe es
Hilf mir zu vergessen, was war
Ich park' mein Herz bei dir heute Nacht, heute Nacht, Baby

Jägi-Energy (ja), straight Hennessy
Und auf Spotify A$AP Rocky „L$D“
Sie will wissen, wie der Hase läuft
Nicht nur Birds 'n' Bees (Baby), auch das harte Zeug (uhh)
Ich komm' wieder, wenn sie ruft
Deine Liebe ist nicht echt, aber dafür ist sie gut
Park' den Benz vor der Tür, park' mein Herz in deinem Bett
Mach so weiter und ich geh' hier nicht mehr weg

Oh Baby, gib mir mehr von dem, was du Liebe nennst
Auch wenn es keine Liebe ist, ich liebe es
Hilf mir zu vergessen, was war (jajaja)
Ich park' mein Herz bei dir heute Nacht, yeah
Also gib mir mehr von dem, was du Liebe nennst
Auch wenn es keine Liebe ist, ich liebe es
Hilf mir zu vergessen, was war
Ich park' mein Herz bei dir heute Nacht, heute Nacht, Baby

Yeah, ey, ey, Baby, wie lang bleibst du mit mir wach?
Ich park' mein Herz bei dir heute Nacht, yeah
Ella, ella, ella, ey
Wie lang bleibst du mit mir wach?
Ich park' mein Herz bei dir heute Nacht, wouh"
Je ne parle pas français,Namika feat. Black M,"Ich hab' mich irgendwie verlaufen
Hab' kein'n Plan, wohin ich geh'
Steh' mit meinem kleinen Koffer
Hier auf der Champs-Élysées
Auf einmal sprichst du mich an
„Salut, qu'est-ce que vous cherchez ?“
Ich sag', „Pardon, es tut mir leid
Ich kann dich leider nicht versteh'n!“

Doch du redest immer weiter
Ich find's irgendwie charmant
Und male zwei Tassen Kaffee
Mit 'nem Stift auf deine Hand

Je ne parle pas français
Aber bitte red weiter
Alles, was du so erzählst
Hört sich irgendwie nice an
Und die Zeit bleibt einfach steh'n
Ich wünscht', ich könnte dich versteh'n
Je ne parle pas français
Aber bitte red weiter

Oh la la la la la la la la la
Oh la la la la la la la la la

Deine langen, wilden Haare
Die kleine Narbe im Gesicht
Selbst der Staub auf deiner Jeans
Hat Esprit, wenn du sprichst
Die Kippe schmeckt nach Liberté
Solang wir beide sie uns teil'n
Du erzählst in Körpersprache
Und ich hör' zwischen deinen Zeil'n

Ich häng' an deinen Lippen
Ich will hier nicht mehr fort
Und du redest und redest
Doch ich versteh' kein Wort

Je ne parle pas français
Aber bitte red weiter
Alles, was du so erzählst
Hört sich irgendwie nice an
Und die Zeit bleibt einfach steh'n
Ich wünscht', ich könnte dich versteh'n
Je ne parle pas français
Aber bitte red weiter

Oh la la la la la la la la la
Oh la la la la la la la la la

Die Sonne fällt hinter die Häuser
Schiffe zieh'n an uns vorbei
Und alles, was wir woll'n
Dass der Moment noch etwas bleibt
Um uns über tausend Menschen
Sie reden aufeinander ein
Doch die Sprache, die wir sprechen
Die verstehen nur wir zwei

Je ne parle pas français
Aber bitte red weiter
Alles, was du so erzählst
Hört sich irgendwie nice an
Und die Zeit bleibt einfach steh'n
Ich wünscht', ich könnte dich versteh'n
Je ne parle pas français
Aber bitte red weiter

Oh la la la la la la la la la
Oh la la la la la la la la la
Oh la la la la la la la la la
Oh la la la la la la la la la"
